int;string;money
-311342233;abc qwertyqwertyqwerty xxxxxxxxxx;463856945.40
-253068860;abc qwertyqwertyqwerty xxxxxxxxxx;886525745.42
-488910292;abc qwertyqwertyqwerty xxxxxxxxxx;450232296.90
92066528;abc qwertyqwertyqwerty xxxxxxxxxx;650914426.89
229261249;abc qwertyqwertyqwerty xxxxxxxxxx;475381663.94
7539930;abc qwertyqwertyqwerty xxxxxxxxxx;754353641.46
312870211;abc qwertyqwertyqwerty xxxxxxxxxx;443563598.68
-417278579;abc qwertyqwertyqwerty xxxxxxxxxx;165764775.47
-67565780;abc qwertyqwertyqwerty xxxxxxxxxx;564477966.86
-356643143;abc qwertyqwertyqwerty xxxxxxxxxx;910710256.47
-105121970;abc qwertyqwertyqwerty xxxxxxxxxx;967479774.98
472640759;abc qwertyqwertyqwerty xxxxxxxxxx;713058421.24
-227878258;abc qwertyqwertyqwerty xxxxxxxxxx;248330869.27
-250571880;abc qwertyqwertyqwerty xxxxxxxxxx;308455335.72
93298663;abc qwertyqwertyqwerty xxxxxxxxxx;704543557.26
157192117;abc qwertyqwertyqwerty xxxxxxxxxx;729143947.44
-432409290;abc qwertyqwertyqwerty xxxxxxxxxx;667625107.56
43981216;abc qwertyqwertyqwerty xxxxxxxxxx;972044779.76
-12963069;abc qwertyqwertyqwerty xxxxxxxxxx;854246825.82
-150292346;abc qwertyqwertyqwerty xxxxxxxxxx;750891602.77
363273222;abc qwertyqwertyqwerty xxxxxxxxxx;460352187.54
114563780;abc qwertyqwertyqwerty xxxxxxxxxx;338977959.16
-67612409;abc qwertyqwertyqwerty xxxxxxxxxx;708852606.01
161686856;abc qwertyqwertyqwerty xxxxxxxxxx;68776124.28
-198017900;abc qwertyqwertyqwerty xxxxxxxxxx;220833405.40
245234411;abc qwertyqwertyqwerty xxxxxxxxxx;221618044.07
-50541558;abc qwertyqwertyqwerty xxxxxxxxxx;50469018.10
-348222804;abc qwertyqwertyqwerty xxxxxxxxxx;720837374.27
386682416;abc qwertyqwertyqwerty xxxxxxxxxx;256375994.42
252698236;abc qwertyqwertyqwerty xxxxxxxxxx;925553174.62
493427692;abc qwertyqwertyqwerty xxxxxxxxxx;676391340.94
-267194892;abc qwertyqwertyqwerty xxxxxxxxxx;287800266.63
60725524;abc qwertyqwertyqwerty xxxxxxxxxx;276786287.70
-412950240;abc qwertyqwertyqwerty xxxxxxxxxx;151330276.88
22643732;abc qwertyqwertyqwerty xxxxxxxxxx;49212925.80
-72653106;abc qwertyqwertyqwerty xxxxxxxxxx;953196597.43
-404476406;abc qwertyqwertyqwerty xxxxxxxxxx;974792604.06
-9618055;abc qwertyqwertyqwerty xxxxxxxxxx;972686796.51
-40448611;abc qwertyqwertyqwerty xxxxxxxxxx;430059312.91
432426042;abc qwertyqwertyqwerty xxxxxxxxxx;47325028.34
400418357;abc qwertyqwertyqwerty xxxxxxxxxx;291689025.71
427879259;abc qwertyqwertyqwerty xxxxxxxxxx;875353720.89
-110434656;abc qwertyqwertyqwerty xxxxxxxxxx;520017779.22
184930293;abc qwertyqwertyqwerty xxxxxxxxxx;69261357.79
335899772;abc qwertyqwertyqwerty xxxxxxxxxx;374685746.59
35182663;abc qwertyqwertyqwerty xxxxxxxxxx;803178977.21
-414899380;abc qwertyqwertyqwerty xxxxxxxxxx;543964237.04
-263467512;abc qwertyqwertyqwerty xxxxxxxxxx;957757866.28
-294253933;abc qwertyqwertyqwerty xxxxxxxxxx;461530476.04
-115794109;abc qwertyqwertyqwerty xxxxxxxxxx;914667680.21
-271817147;abc qwertyqwertyqwerty xxxxxxxxxx;389310572.58
208945547;abc qwertyqwertyqwerty xxxxxxxxxx;169049049.83
-199894072;abc qwertyqwertyqwerty xxxxxxxxxx;576852925.59
198428617;abc qwertyqwertyqwerty xxxxxxxxxx;823232082.59
-8761544;abc qwertyqwertyqwerty xxxxxxxxxx;19978012.94
-34810839;abc qwertyqwertyqwerty xxxxxxxxxx;738688128.03
-453519497;abc qwertyqwertyqwerty xxxxxxxxxx;803844100.39
391979804;abc qwertyqwertyqwerty xxxxxxxxxx;657241365.27
-19616303;abc qwertyqwertyqwerty xxxxxxxxxx;591268735.07
-460214532;abc qwertyqwertyqwerty xxxxxxxxxx;542980187.63
-465365518;abc qwertyqwertyqwerty xxxxxxxxxx;944039577.33
320345854;abc qwertyqwertyqwerty xxxxxxxxxx;530078751.19
128110028;abc qwertyqwertyqwerty xxxxxxxxxx;161724138.21
-41883616;abc qwertyqwertyqwerty xxxxxxxxxx;310824166.30
13042600;abc qwertyqwertyqwerty xxxxxxxxxx;999172028.25
-117096962;abc qwertyqwertyqwerty xxxxxxxxxx;237624432.55
465305163;abc qwertyqwertyqwerty xxxxxxxxxx;507780897.28
-463566390;abc qwertyqwertyqwerty xxxxxxxxxx;717862360.84
289078120;abc qwertyqwertyqwerty xxxxxxxxxx;683462084.79
-172158165;abc qwertyqwertyqwerty xxxxxxxxxx;270403052.69
100280495;abc qwertyqwertyqwerty xxxxxxxxxx;298061267.28
471756554;abc qwertyqwertyqwerty xxxxxxxxxx;432310518.73
-279503621;abc qwertyqwertyqwerty xxxxxxxxxx;814782142.16
-352033134;abc qwertyqwertyqwerty xxxxxxxxxx;111177128.96
-22728659;abc qwertyqwertyqwerty xxxxxxxxxx;147982300.69
28584248;abc qwertyqwertyqwerty xxxxxxxxxx;574394645.91
-36768976;abc qwertyqwertyqwerty xxxxxxxxxx;494612906.93
-8606229;abc qwertyqwertyqwerty xxxxxxxxxx;164465399.82
-131269370;abc qwertyqwertyqwerty xxxxxxxxxx;47936878.75
437284416;abc qwertyqwertyqwerty xxxxxxxxxx;287220213.31
86411639;abc qwertyqwertyqwerty xxxxxxxxxx;283204558.45
-477667523;abc qwertyqwertyqwerty xxxxxxxxxx;400335367.54
249796113;abc qwertyqwertyqwerty xxxxxxxxxx;724600990.29
426422086;abc qwertyqwertyqwerty xxxxxxxxxx;378114750.37
457535333;abc qwertyqwertyqwerty xxxxxxxxxx;386538846.97
-99440450;abc qwertyqwertyqwerty xxxxxxxxxx;596938024.56
71027132;abc qwertyqwertyqwerty xxxxxxxxxx;27189841.06
-198334572;abc qwertyqwertyqwerty xxxxxxxxxx;293248397.12
-472676686;abc qwertyqwertyqwerty xxxxxxxxxx;591791920.61
-284529749;abc qwertyqwertyqwerty xxxxxxxxxx;108889075.17
-450430760;abc qwertyqwertyqwerty xxxxxxxxxx;958261512.82
-68830756;abc qwertyqwertyqwerty xxxxxxxxxx;486551054.07
-394861317;abc qwertyqwertyqwerty xxxxxxxxxx;75713686.69
-211882710;abc qwertyqwertyqwerty xxxxxxxxxx;146669261.20
98491698;abc qwertyqwertyqwerty xxxxxxxxxx;156511203.33
-387725546;abc qwertyqwertyqwerty xxxxxxxxxx;7671829.16
379077286;abc qwertyqwertyqwerty xxxxxxxxxx;854299828.99
-411999499;abc qwertyqwertyqwerty xxxxxxxxxx;311768791.37
-210788128;abc qwertyqwertyqwerty xxxxxxxxxx;108818838.13
-64973499;abc qwertyqwertyqwerty xxxxxxxxxx;708200037.23
121848386;abc qwertyqwertyqwerty xxxxxxxxxx;938254824.69
-450054013;abc qwertyqwertyqwerty xxxxxxxxxx;831990690.84
-651135;abc qwertyqwertyqwerty xxxxxxxxxx;356965268.80
-157168972;abc qwertyqwertyqwerty xxxxxxxxxx;480615538.21
-419403842;abc qwertyqwertyqwerty xxxxxxxxxx;205488127.34
461450210;abc qwertyqwertyqwerty xxxxxxxxxx;596142228.16
-83943779;abc qwertyqwertyqwerty xxxxxxxxxx;350066740.72
383997105;abc qwertyqwertyqwerty xxxxxxxxxx;548657013.77
361371245;abc qwertyqwertyqwerty xxxxxxxxxx;861316208.07
-441276336;abc qwertyqwertyqwerty xxxxxxxxxx;738344949.58
36384506;abc qwertyqwertyqwerty xxxxxxxxxx;687251594.09
-18757793;abc qwertyqwertyqwerty xxxxxxxxxx;767433001.75
-425374308;abc qwertyqwertyqwerty xxxxxxxxxx;215339022.07
133857055;abc qwertyqwertyqwerty xxxxxxxxxx;131776302.14
210058584;abc qwertyqwertyqwerty xxxxxxxxxx;841842159.80
380890080;abc qwertyqwertyqwerty xxxxxxxxxx;435537668.11
261515985;abc qwertyqwertyqwerty xxxxxxxxxx;580973333.12
82488052;abc qwertyqwertyqwerty xxxxxxxxxx;746039413.33
149653763;abc qwertyqwertyqwerty xxxxxxxxxx;411494771.14
125184864;abc qwertyqwertyqwerty xxxxxxxxxx;681153523.17
-395494303;abc qwertyqwertyqwerty xxxxxxxxxx;400126752.62
84401025;abc qwertyqwertyqwerty xxxxxxxxxx;549176060.73
289227622;abc qwertyqwertyqwerty xxxxxxxxxx;875091904.04
463726385;abc qwertyqwertyqwerty xxxxxxxxxx;340069791.62
-465329743;abc qwertyqwertyqwerty xxxxxxxxxx;354006437.02
47621884;abc qwertyqwertyqwerty xxxxxxxxxx;446499432.00
360381366;abc qwertyqwertyqwerty xxxxxxxxxx;239578780.22
-307232902;abc qwertyqwertyqwerty xxxxxxxxxx;616695550.86
313638442;abc qwertyqwertyqwerty xxxxxxxxxx;639904466.81
255014055;abc qwertyqwertyqwerty xxxxxxxxxx;876089751.12
-342896200;abc qwertyqwertyqwerty xxxxxxxxxx;564817175.30
-464964626;abc qwertyqwertyqwerty xxxxxxxxxx;728168325.09
-179779416;abc qwertyqwertyqwerty xxxxxxxxxx;389083230.98
284463014;abc qwertyqwertyqwerty xxxxxxxxxx;24195381.33
-202522259;abc qwertyqwertyqwerty xxxxxxxxxx;309947449.08
-452838517;abc qwertyqwertyqwerty xxxxxxxxxx;985447858.33
201450277;abc qwertyqwertyqwerty xxxxxxxxxx;754563830.20
397095152;abc qwertyqwertyqwerty xxxxxxxxxx;554535070.28
-15991955;abc qwertyqwertyqwerty xxxxxxxxxx;89318858.49
-154498441;abc qwertyqwertyqwerty xxxxxxxxxx;82582957.80
106982258;abc qwertyqwertyqwerty xxxxxxxxxx;3964518.35
329119271;abc qwertyqwertyqwerty xxxxxxxxxx;195828802.68
434064960;abc qwertyqwertyqwerty xxxxxxxxxx;985242055.10
78430713;abc qwertyqwertyqwerty xxxxxxxxxx;853081511.67
345742412;abc qwertyqwertyqwerty xxxxxxxxxx;347016537.34
463861434;abc qwertyqwertyqwerty xxxxxxxxxx;495455069.72
-420702585;abc qwertyqwertyqwerty xxxxxxxxxx;272632265.76
-38405672;abc qwertyqwertyqwerty xxxxxxxxxx;972423047.18
92820645;abc qwertyqwertyqwerty xxxxxxxxxx;972592756.49
440718896;abc qwertyqwertyqwerty xxxxxxxxxx;708213008.67
181137402;abc qwertyqwertyqwerty xxxxxxxxxx;573214560.54
241330075;abc qwertyqwertyqwerty xxxxxxxxxx;471351749.52
262619236;abc qwertyqwertyqwerty xxxxxxxxxx;473346031.56
181161771;abc qwertyqwertyqwerty xxxxxxxxxx;550923663.92
352243897;abc qwertyqwertyqwerty xxxxxxxxxx;314442873.80
-34919123;abc qwertyqwertyqwerty xxxxxxxxxx;894073937.16
471066040;abc qwertyqwertyqwerty xxxxxxxxxx;335822280.23
-468712291;abc qwertyqwertyqwerty xxxxxxxxxx;419026354.04
16317188;abc qwertyqwertyqwerty xxxxxxxxxx;624246372.52
315375456;abc qwertyqwertyqwerty xxxxxxxxxx;344354724.09
-444505971;abc qwertyqwertyqwerty xxxxxxxxxx;30274794.13
48728210;abc qwertyqwertyqwerty xxxxxxxxxx;309401331.03
-119624910;abc qwertyqwertyqwerty xxxxxxxxxx;952759669.59
457903997;abc qwertyqwertyqwerty xxxxxxxxxx;863380342.85
-257713318;abc qwertyqwertyqwerty xxxxxxxxxx;172445816.44
317471114;abc qwertyqwertyqwerty xxxxxxxxxx;152354173.13
91564273;abc qwertyqwertyqwerty xxxxxxxxxx;945125976.41
-234459967;abc qwertyqwertyqwerty xxxxxxxxxx;808523418.60
-337594660;abc qwertyqwertyqwerty xxxxxxxxxx;116788708.33
-412723703;abc qwertyqwertyqwerty xxxxxxxxxx;779523582.46
414905401;abc qwertyqwertyqwerty xxxxxxxxxx;944849436.20
-33260569;abc qwertyqwertyqwerty xxxxxxxxxx;870144442.72
293734655;abc qwertyqwertyqwerty xxxxxxxxxx;866550869.47
-294887998;abc qwertyqwertyqwerty xxxxxxxxxx;284951716.61
-413388855;abc qwertyqwertyqwerty xxxxxxxxxx;813931774.54
-248412717;abc qwertyqwertyqwerty xxxxxxxxxx;736692360.65
-250171307;abc qwertyqwertyqwerty xxxxxxxxxx;500671695.28
308472358;abc qwertyqwertyqwerty xxxxxxxxxx;559081713.14
12139882;abc qwertyqwertyqwerty xxxxxxxxxx;246324288.68
259168712;abc qwertyqwertyqwerty xxxxxxxxxx;162543232.86
76403953;abc qwertyqwertyqwerty xxxxxxxxxx;588547456.08
-151467247;abc qwertyqwertyqwerty xxxxxxxxxx;646145441.07
-209078909;abc qwertyqwertyqwerty xxxxxxxxxx;748784810.60
24713502;abc qwertyqwertyqwerty xxxxxxxxxx;328884342.53
-94206776;abc qwertyqwertyqwerty xxxxxxxxxx;438645620.44
-446954186;abc qwertyqwertyqwerty xxxxxxxxxx;621106638.86
-375101994;abc qwertyqwertyqwerty xxxxxxxxxx;93352089.80
-5815480;abc qwertyqwertyqwerty xxxxxxxxxx;867864065.87
123809164;abc qwertyqwertyqwerty xxxxxxxxxx;370067119.15
-272863789;abc qwertyqwertyqwerty xxxxxxxxxx;773704463.36
-143519302;abc qwertyqwertyqwerty xxxxxxxxxx;77310447.68
-253662010;abc qwertyqwertyqwerty xxxxxxxxxx;179478200.82
182262636;abc qwertyqwertyqwerty xxxxxxxxxx;306941887.00
169984494;abc qwertyqwertyqwerty xxxxxxxxxx;389255789.07
-303875747;abc qwertyqwertyqwerty xxxxxxxxxx;995653005.43
283547586;abc qwertyqwertyqwerty xxxxxxxxxx;348394707.22
336592708;abc qwertyqwertyqwerty xxxxxxxxxx;909294167.27
333313517;abc qwertyqwertyqwerty xxxxxxxxxx;27691028.02
-304335777;abc qwertyqwertyqwerty xxxxxxxxxx;786682859.49
-164116247;abc qwertyqwertyqwerty xxxxxxxxxx;415818097.07
47950832;abc qwertyqwertyqwerty xxxxxxxxxx;111103985.04
-499425281;abc qwertyqwertyqwerty xxxxxxxxxx;493446927.23
-73583192;abc qwertyqwertyqwerty xxxxxxxxxx;591629017.12
-68443862;abc qwertyqwertyqwerty xxxxxxxxxx;946949010.92
110101895;abc qwertyqwertyqwerty xxxxxxxxxx;2758121.56
319292428;abc qwertyqwertyqwerty xxxxxxxxxx;649193737.87
-201814784;abc qwertyqwertyqwerty xxxxxxxxxx;172472038.20
-346244944;abc qwertyqwertyqwerty xxxxxxxxxx;484584301.60
492889305;abc qwertyqwertyqwerty xxxxxxxxxx;516960613.48
206542386;abc qwertyqwertyqwerty xxxxxxxxxx;573719309.98
-238848355;abc qwertyqwertyqwerty xxxxxxxxxx;298482938.23
-206875210;abc qwertyqwertyqwerty xxxxxxxxxx;413093107.67
263204018;abc qwertyqwertyqwerty xxxxxxxxxx;587353473.51
220764830;abc qwertyqwertyqwerty xxxxxxxxxx;224056697.06
461325453;abc qwertyqwertyqwerty xxxxxxxxxx;437219736.88
260972875;abc qwertyqwertyqwerty xxxxxxxxxx;857602779.72
113390861;abc qwertyqwertyqwerty xxxxxxxxxx;310023932.85
233356311;abc qwertyqwertyqwerty xxxxxxxxxx;844421589.16
467534104;abc qwertyqwertyqwerty xxxxxxxxxx;39662110.87
6737014;abc qwertyqwertyqwerty xxxxxxxxxx;714540344.37
-130690304;abc qwertyqwertyqwerty xxxxxxxxxx;178681450.19
293279074;abc qwertyqwertyqwerty xxxxxxxxxx;118778047.77
367411439;abc qwertyqwertyqwerty xxxxxxxxxx;62548650.33
-217547569;abc qwertyqwertyqwerty xxxxxxxxxx;491164461.85
-86999651;abc qwertyqwertyqwerty xxxxxxxxxx;971065316.31
-389164782;abc qwertyqwertyqwerty xxxxxxxxxx;453574585.84
279668506;abc qwertyqwertyqwerty xxxxxxxxxx;650984486.83
-46963651;abc qwertyqwertyqwerty xxxxxxxxxx;34557645.26
34655461;abc qwertyqwertyqwerty xxxxxxxxxx;2637617.82
-475936051;abc qwertyqwertyqwerty xxxxxxxxxx;14289711.00
-125418903;abc qwertyqwertyqwerty xxxxxxxxxx;929395985.21
-156397204;abc qwertyqwertyqwerty xxxxxxxxxx;283007767.38
110575331;abc qwertyqwertyqwerty xxxxxxxxxx;189175179.03
-349960999;abc qwertyqwertyqwerty xxxxxxxxxx;485120114.45
232125749;abc qwertyqwertyqwerty xxxxxxxxxx;774907548.21
267707679;abc qwertyqwertyqwerty xxxxxxxxxx;268992757.22
-265974314;abc qwertyqwertyqwerty xxxxxxxxxx;979933516.61
196057976;abc qwertyqwertyqwerty xxxxxxxxxx;686153376.35
428957543;abc qwertyqwertyqwerty xxxxxxxxxx;2274352.91
438946494;abc qwertyqwertyqwerty xxxxxxxxxx;422163170.34
470195293;abc qwertyqwertyqwerty xxxxxxxxxx;107030322.19
437956083;abc qwertyqwertyqwerty xxxxxxxxxx;73990142.44
326570590;abc qwertyqwertyqwerty xxxxxxxxxx;140943667.48
461466999;abc qwertyqwertyqwerty xxxxxxxxxx;465336147.24
-57038758;abc qwertyqwertyqwerty xxxxxxxxxx;328249188.17
54518681;abc qwertyqwertyqwerty xxxxxxxxxx;600587088.35
-395575748;abc qwertyqwertyqwerty xxxxxxxxxx;358318859.69
-452767205;abc qwertyqwertyqwerty xxxxxxxxxx;568863133.29
-222540884;abc qwertyqwertyqwerty xxxxxxxxxx;199608225.97
217647361;abc qwertyqwertyqwerty xxxxxxxxxx;514199859.24
86357023;abc qwertyqwertyqwerty xxxxxxxxxx;976604462.95
66138597;abc qwertyqwertyqwerty xxxxxxxxxx;829848334.60
-348199603;abc qwertyqwertyqwerty xxxxxxxxxx;137521612.57
281268266;abc qwertyqwertyqwerty xxxxxxxxxx;488770084.96
-56196144;abc qwertyqwertyqwerty xxxxxxxxxx;136950181.70
91628622;abc qwertyqwertyqwerty xxxxxxxxxx;762220753.53
316783992;abc qwertyqwertyqwerty xxxxxxxxxx;169696373.08
-47959682;abc qwertyqwertyqwerty xxxxxxxxxx;837059302.78
313395686;abc qwertyqwertyqwerty xxxxxxxxxx;578143400.27
-314768760;abc qwertyqwertyqwerty xxxxxxxxxx;438874721.12
107288407;abc qwertyqwertyqwerty xxxxxxxxxx;190174963.85
-345950530;abc qwertyqwertyqwerty xxxxxxxxxx;971099584.10
-3176584;abc qwertyqwertyqwerty xxxxxxxxxx;940559117.12
339768962;abc qwertyqwertyqwerty xxxxxxxxxx;10162960.32
224073862;abc qwertyqwertyqwerty xxxxxxxxxx;179711974.13
85966726;abc qwertyqwertyqwerty xxxxxxxxxx;595611746.46
-470173277;abc qwertyqwertyqwerty xxxxxxxxxx;987166332.07
-177387608;abc qwertyqwertyqwerty xxxxxxxxxx;452777989.17
-467302350;abc qwertyqwertyqwerty xxxxxxxxxx;640723884.17
222602652;abc qwertyqwertyqwerty xxxxxxxxxx;510397486.90
361505454;abc qwertyqwertyqwerty xxxxxxxxxx;768517810.15
416481150;abc qwertyqwertyqwerty xxxxxxxxxx;222035148.10
-443252740;abc qwertyqwertyqwerty xxxxxxxxxx;366900847.46
490685836;abc qwertyqwertyqwerty xxxxxxxxxx;541046989.36
41226685;abc qwertyqwertyqwerty xxxxxxxxxx;400816020.74
195277231;abc qwertyqwertyqwerty xxxxxxxxxx;447204381.75
-143873626;abc qwertyqwertyqwerty xxxxxxxxxx;245310827.02
488620381;abc qwertyqwertyqwerty xxxxxxxxxx;912031896.08
166115473;abc qwertyqwertyqwerty xxxxxxxxxx;446294475.01
-395903096;abc qwertyqwertyqwerty xxxxxxxxxx;603838524.40
229549923;abc qwertyqwertyqwerty xxxxxxxxxx;400817571.12
166101951;abc qwertyqwertyqwerty xxxxxxxxxx;359913869.72
425031837;abc qwertyqwertyqwerty xxxxxxxxxx;921623452.80
-191162607;abc qwertyqwertyqwerty xxxxxxxxxx;585032611.49
451123007;abc qwertyqwertyqwerty xxxxxxxxxx;805685449.86
30938697;abc qwertyqwertyqwerty xxxxxxxxxx;263882956.74
-124358528;abc qwertyqwertyqwerty xxxxxxxxxx;310952467.40
-418287710;abc qwertyqwertyqwerty xxxxxxxxxx;623276307.90
-262162624;abc qwertyqwertyqwerty xxxxxxxxxx;338299862.72
132810289;abc qwertyqwertyqwerty xxxxxxxxxx;959750976.41
30665576;abc qwertyqwertyqwerty xxxxxxxxxx;717283835.60
244217988;abc qwertyqwertyqwerty xxxxxxxxxx;174521335.24
-258068232;abc qwertyqwertyqwerty xxxxxxxxxx;562946296.11
-437302257;abc qwertyqwertyqwerty xxxxxxxxxx;659099527.66
-430765436;abc qwertyqwertyqwerty xxxxxxxxxx;985093493.97
284738781;abc qwertyqwertyqwerty xxxxxxxxxx;699996137.57
-8825252;abc qwertyqwertyqwerty xxxxxxxxxx;947315254.70
-214682040;abc qwertyqwertyqwerty xxxxxxxxxx;644459849.95
254584345;abc qwertyqwertyqwerty xxxxxxxxxx;798658869.77
-455874967;abc qwertyqwertyqwerty xxxxxxxxxx;744062351.29
421064842;abc qwertyqwertyqwerty xxxxxxxxxx;656148356.49
490857755;abc qwertyqwertyqwerty xxxxxxxxxx;652677936.59
-313609291;abc qwertyqwertyqwerty xxxxxxxxxx;384063774.28
98921321;abc qwertyqwertyqwerty xxxxxxxxxx;602647769.81
322077528;abc qwertyqwertyqwerty xxxxxxxxxx;518902208.01
173490111;abc qwertyqwertyqwerty xxxxxxxxxx;851720582.40
-355714906;abc qwertyqwertyqwerty xxxxxxxxxx;223892998.13
11717739;abc qwertyqwertyqwerty xxxxxxxxxx;704907603.93
-303639450;abc qwertyqwertyqwerty xxxxxxxxxx;640674939.51
354039825;abc qwertyqwertyqwerty xxxxxxxxxx;291739018.51
-42614192;abc qwertyqwertyqwerty xxxxxxxxxx;395428285.88
-19897010;abc qwertyqwertyqwerty xxxxxxxxxx;173549254.54
-477712786;abc qwertyqwertyqwerty xxxxxxxxxx;520909930.00
122780361;abc qwertyqwertyqwerty xxxxxxxxxx;838265976.21
15567665;abc qwertyqwertyqwerty xxxxxxxxxx;709958504.06
-246889570;abc qwertyqwertyqwerty xxxxxxxxxx;741934061.11
-498138641;abc qwertyqwertyqwerty xxxxxxxxxx;432615128.45
245144682;abc qwertyqwertyqwerty xxxxxxxxxx;753231796.31
-2439286;abc qwertyqwertyqwerty xxxxxxxxxx;289756773.87
191147954;abc qwertyqwertyqwerty xxxxxxxxxx;93791047.30
-253988111;abc qwertyqwertyqwerty xxxxxxxxxx;138850201.89
6021364;abc qwertyqwertyqwerty xxxxxxxxxx;642845349.72
224128476;abc qwertyqwertyqwerty xxxxxxxxxx;675704566.97
54308751;abc qwertyqwertyqwerty xxxxxxxxxx;378343184.82
361398775;abc qwertyqwertyqwerty xxxxxxxxxx;663832888.77
20629747;abc qwertyqwertyqwerty xxxxxxxxxx;91650091.84
38328685;abc qwertyqwertyqwerty xxxxxxxxxx;576936437.84
-49905694;abc qwertyqwertyqwerty xxxxxxxxxx;169887759.97
-193571471;abc qwertyqwertyqwerty xxxxxxxxxx;13058711.36
304237860;abc qwertyqwertyqwerty xxxxxxxxxx;364459429.74
431122916;abc qwertyqwertyqwerty xxxxxxxxxx;56810767.35
-411365041;abc qwertyqwertyqwerty xxxxxxxxxx;55791287.17
427582125;abc qwertyqwertyqwerty xxxxxxxxxx;157478329.89
9197001;abc qwertyqwertyqwerty xxxxxxxxxx;671657866.26
-85522957;abc qwertyqwertyqwerty xxxxxxxxxx;23614976.71
290155693;abc qwertyqwertyqwerty xxxxxxxxxx;988230062.74
231940034;abc qwertyqwertyqwerty xxxxxxxxxx;195697538.26
301313370;abc qwertyqwertyqwerty xxxxxxxxxx;397495915.99
-250811375;abc qwertyqwertyqwerty xxxxxxxxxx;956151994.53
85236456;abc qwertyqwertyqwerty xxxxxxxxxx;500959576.79
-319685893;abc qwertyqwertyqwerty xxxxxxxxxx;22630343.13
-281799170;abc qwertyqwertyqwerty xxxxxxxxxx;460457742.94
-317444240;abc qwertyqwertyqwerty xxxxxxxxxx;311039904.57
367198076;abc qwertyqwertyqwerty xxxxxxxxxx;119595848.70
406988089;abc qwertyqwertyqwerty xxxxxxxxxx;284652151.85
-298047636;abc qwertyqwertyqwerty xxxxxxxxxx;262964424.88
43527408;abc qwertyqwertyqwerty xxxxxxxxxx;547725855.12
-437962078;abc qwertyqwertyqwerty xxxxxxxxxx;42291118.25
-228279362;abc qwertyqwertyqwerty xxxxxxxxxx;585403382.87
-261125197;abc qwertyqwertyqwerty xxxxxxxxxx;303722825.83
-402490441;abc qwertyqwertyqwerty xxxxxxxxxx;369327071.04
103273288;abc qwertyqwertyqwerty xxxxxxxxxx;756632044.72
306710111;abc qwertyqwertyqwerty xxxxxxxxxx;722145023.40
-402057092;abc qwertyqwertyqwerty xxxxxxxxxx;854519715.25
-244518071;abc qwertyqwertyqwerty xxxxxxxxxx;597805290.73
139020166;abc qwertyqwertyqwerty xxxxxxxxxx;939481556.15
-246553720;abc qwertyqwertyqwerty xxxxxxxxxx;961595488.68
376157469;abc qwertyqwertyqwerty xxxxxxxxxx;331342434.92
-333921829;abc qwertyqwertyqwerty xxxxxxxxxx;784538761.55
-273724110;abc qwertyqwertyqwerty xxxxxxxxxx;31827754.93
-23007775;abc qwertyqwertyqwerty xxxxxxxxxx;370753988.46
208329669;abc qwertyqwertyqwerty xxxxxxxxxx;826406161.28
-262037734;abc qwertyqwertyqwerty xxxxxxxxxx;486363460.69
-367726135;abc qwertyqwertyqwerty xxxxxxxxxx;193379615.71
-203652410;abc qwertyqwertyqwerty xxxxxxxxxx;725148704.29
86651826;abc qwertyqwertyqwerty xxxxxxxxxx;522828719.34
-58293604;abc qwertyqwertyqwerty xxxxxxxxxx;190253866.76
-90140664;abc qwertyqwertyqwerty xxxxxxxxxx;390483403.99
-331614855;abc qwertyqwertyqwerty xxxxxxxxxx;9305806.46
-136961234;abc qwertyqwertyqwerty xxxxxxxxxx;990557979.35
-82392826;abc qwertyqwertyqwerty xxxxxxxxxx;916974690.92
173521361;abc qwertyqwertyqwerty xxxxxxxxxx;899359688.40
377190758;abc qwertyqwertyqwerty xxxxxxxxxx;102539761.35
125008548;abc qwertyqwertyqwerty xxxxxxxxxx;650776284.30
376904255;abc qwertyqwertyqwerty xxxxxxxxxx;796148187.49
446531927;abc qwertyqwertyqwerty xxxxxxxxxx;112474030.76
-146966503;abc qwertyqwertyqwerty xxxxxxxxxx;405921357.89
-7991423;abc qwertyqwertyqwerty xxxxxxxxxx;804852420.09
392490049;abc qwertyqwertyqwerty xxxxxxxxxx;949655389.00
-81191055;abc qwertyqwertyqwerty xxxxxxxxxx;542719050.79
-128373338;abc qwertyqwertyqwerty xxxxxxxxxx;227540327.30
-491155409;abc qwertyqwertyqwerty xxxxxxxxxx;594641378.63
37506190;abc qwertyqwertyqwerty xxxxxxxxxx;807050466.78
440382041;abc qwertyqwertyqwerty xxxxxxxxxx;5779150.18
491837864;abc qwertyqwertyqwerty xxxxxxxxxx;882066100.34
125115728;abc qwertyqwertyqwerty xxxxxxxxxx;911433357.95
-277410287;abc qwertyqwertyqwerty xxxxxxxxxx;845871957.93
-400011147;abc qwertyqwertyqwerty xxxxxxxxxx;716221197.82
456797876;abc qwertyqwertyqwerty xxxxxxxxxx;852008474.21
-76118373;abc qwertyqwertyqwerty xxxxxxxxxx;72707742.13
-165359011;abc qwertyqwertyqwerty xxxxxxxxxx;714365744.16
191348530;abc qwertyqwertyqwerty xxxxxxxxxx;446197953.47
-407089550;abc qwertyqwertyqwerty xxxxxxxxxx;588968650.36
358900618;abc qwertyqwertyqwerty xxxxxxxxxx;640750182.72
